city,division,description,link,House No.,Flat No.,Area,Price per month,Number of rooms ,Floor,No. of floors,Build year,Building type,Heating system,energy_class,Nearest kindergarten,Nearest educational institution,Nearest shop,Public transport stop
Vilnius,Senamiestis,"Vilnius, Senamiestis, Plačioji g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-placioji-g-vilniaus-senamiestyje-placiojoje-gatveje-nuo-4-981037/,4,,56 m²,780 €,3,1,4,2020,Brick,Central thermostat,,220 m,70 m,100 m,120 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, Vydūno g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-vyduno-g-isnuomojamas-2-k-butas-pilaiteje-4-1105867/,7,,"50,46 m²",340 €,2,3,9,1991,Block house,Central,1 Class Good (1-3),150 m,290 m,190 m,120 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, A. Juozapavičiaus g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-a-juozapaviciaus-g-nuo-lapkricio-20-d-isnuomojamas-geras-3-4-947157/,9A,,78 m²,850 €,3,2,9,2008,Brick,Central thermostat,1 Class Good (1-3),280 m,130 m,270 m,280 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Pilies g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-pilies-g-jaukus-bei-ramus-kas-yra-reta-pacioje-4-1105827/,17,,60 m²,750 €,3,2,2,"1960 construction, 2010 renovation",Brick,Central,1 Class Good (1-3),630 m,150 m,20 m,210 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Daugėliškio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-daugeliskio-g-nuomojamas-2k-butas-snipiskese-nuomojamas-4-1105815/,,,38 m²,250 €,2,1,1,1985,Wooden house,Solid fuel,,470 m,200 m,560 m,190 m
Vilnius,Santariškės,"Vilnius, Santariškės, J. Franko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-santariskese-j-franko-g-2006-ais-metais-su-dizaineres-pagalba-4-1083489/,14,,63 m²,600 €,2,2,3,2006,Brick,Central thermostat,1 Class Good (1-3),260 m,660 m,160 m,330 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Prūsų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-prusu-g-sveiki-isnuomojamas-sviesus-2-kambariu-4-1105801/,12,,"33,3 m²",430 €,2,5,5,1985,Brick,Central,1 Class Good (1-3),260 m,200 m,320 m,160 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Žemaitijos g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-zemaitijos-g-jaukus-ir-siltas-vieno-kambario-butas-4-1105799/,8,,30 m²,420 €,1,1,3,1988,Brick,Central,1 Class Good (1-3),70 m,260 m,100 m,140 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Kalvarijų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-nuomojamas-kambarys-kalvariju-g-200-4-1105797/,200,,24 m²,199 €,1,12,12,1985,Brick,Central,1 Class Good (1-3),110 m,270 m,260 m,220 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Rinktinės g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-rinktines-g-ilgalaikei-nuomai-ne-maziau-kaip-vieneriems-4-1105789/,,,"42,09 m²",680 €,2,6,9,2021,Brick,Central,,310 m,260 m,310 m,40 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Savičiaus g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saviciaus-g-vos-30-metru-nuo-rotuses-aikstes-labai-4-1105783/,9,,50 m²,600 €,2,3,4,1940,Brick,Gas,,510 m,90 m,140 m,170 m
Vilnius,Lazdynai,"Vilnius, Lazdynai, Architektų g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-nuomojame-keturiu-kambariu-buta-lazdynuose-4-1105779/,106,,80 m²,400 €,4,5,5,"1971 construction, 2005 renovation",Block house,Central,,70 m,240 m,230 m,200 m
Vilnius,Visoriai,"Vilnius, Visoriai, Visorių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-visoriuose-visoriu-g-nuomojamas-labai-ekonomiskas-jaukus-ir-4-1105771/,6,,45 m²,530 €,1,5,5,2000,Brick,Gas,,430 m,350 m,200 m,200 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Laisvės pr., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-laisves-pr-nuomojamas-erdvus-dvieju-aukstu-4-kambariu-4-1026741/,87A,,93 m²,650 €,4,5,5,1998,Brick,Central,1 Class Good (1-3),200 m,100 m,290 m,260 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, M. Mažvydo g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-mazvydo-g-irengtas-1-kambario-butas-pilaiteje-4-1105767/,5,,42 m²,470 €,1,2,5,2008,Block house,Central thermostat,1 Class Good (1-3),140 m,640 m,150 m,280 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Kalvarijų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kalvariju-g-1-kamb-buto-nuoma-isnuomojamas-1-k-butas-4-1105765/,184,,20 m²,400 €,1,1,9,1979,Brick,Central,1 Class Good (1-3),40 m,230 m,300 m,220 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Vinco Kudirkos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vinco-kudirkos-g-isnuomojamas-erdvus-ant-tauro-kalno-esantis-3-4-1105741/,18B,,98 m²,750 €,3,3,5,2001,Brick,Gas,,160 m,320 m,410 m,330 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Sakalų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-sakalu-g-isnuomojamas-jaukus-butas-su-baldais-buitine-4-1105731/,,,49 m²,650 €,2,3,4,2000,Brick,Electric,,130 m,320 m,160 m,100 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-ramioje-vietoje-keturiu-kambariu-bute-4-1105717/,78,,18 m²,150 €,1,4,5,"1968 construction, 2014 renovation",Block house,Central,1 Class Good (1-3),90 m,430 m,150 m,220 m
Vilnius,Karoliniškės,"Vilnius, Karoliniškės, Virginijaus Druskio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-karoliniskese-virginijaus-druskio-g-2-atskiru-kambariu-buto-nuoma-karoliniskese-4-634961/,6,,47 m²,420 €,2,2,5,1974,Block house,Central,,220 m,200 m,200 m,230 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-4-1105687/,30C,,78 m²,930 €,3,1,5,2008,Brick,Central thermostat,1 Class Good (1-3),130 m,140 m,430 m,350 m
,,,,,,,,,,,,,,,,,,
Vilnius,Lazdynėliai,"Vilnius, Lazdynėliai, Pažagiškių g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-pazagiskiu-g-nuosavo-namo-antrame-aukste-isnuomojamas-4-1105683/,,,35 m²,400 €,1,2,2,2000,Brick,Central,,710 m,2 km,770 m,600 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Jūratės g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-jurates-g-naujai-irengtas-lofto-tipo-butas-antakalnyje-4-1105679/,,,"33,5 m²",525 €,1,2,2,"1930 construction, 2020 renovation",Wooden house,Electric,,50 m,440 m,710 m,410 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, P. Vileišio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-p-vileisio-g-nuomojamas-suremontuotas-sviesus-ir-jaukus-4-1105667/,31,,46 m²,570 €,2,3,5,1964,Block house,Central,1 Class Good (1-3),130 m,300 m,120 m,220 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Eitminų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-eitminu-g-jaukus-2-k-butas-perkunkiemyje-be-tarpininku-4-1105659/,,,43 m²,465 €,2,2,9,2011,Brick,Central thermostat,,190 m,950 m,240 m,160 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Algirdo g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-algirdo-g-rami-ir-patogi-vieta-tik-kelios-minutes-iki-4-1105637/,41A,,30 m²,550 €,1,4,4,1950,Brick,Central,1 Class Good (1-3),330 m,400 m,220 m,200 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Vilkpėdės g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vilkpedes-g-nuomuojamas-jaukus-bet-tuo-paciu-erdvus-4-1105635/,9,,45 m²,550 €,1,3,6,2008,Brick,Central,,540 m,510 m,240 m,190 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Studentų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-studentu-g-isnuomojamas-52m2-ploto-butas-zveryne-salia-4-1105619/,,,52 m²,700 €,2,1,5,"1962 construction, 2021 renovation",Brick,"Central, aerothermal",,430 m,320 m,380 m,220 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Lyglaukių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-lyglaukiu-g-nuomojamas-2k-butas-netoli-uzupio-4-683865/,8,,31 m²,390 €,2,1,1,1940,Wooden house,Electric,,100 m,300 m,810 m,380 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., Room rent 2 rooms in a flat",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-kambario-nuoma-isnuomojamas-14kvm-kambarys-4-1105585/,,,14 m²,120 €,2,2,5,1972,Block house,Central,,360 m,360 m,70 m,40 m
Vilnius,Naujininkai,"Vilnius, Naujininkai, Zanavykų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujininkuose-zanavyku-g-isnuomojamas-sviesus-siltas-ir-jaukus-4-1105573/,10,,18 m²,180 €,1,5,5,1977,Brick,Central,1 Class Good (1-3),170 m,250 m,80 m,240 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Aludarių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-aludariu-g-nuomojamas-ka-tik-irengtas-modernus-butas-4-1105547/,,,51 m²,900 €,2,3,5,2021,Monolithic,Central thermostat,,340 m,260 m,310 m,160 m
Vilnius,Šiaurės miestelis,"Vilnius, Šiaurės miestelis, S. Žukausko g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-nuomojamas-butas-su-garazu-vilniuje-erdvus-4-1105525/,,,"64,94 m²",650 €,2,3,9,2002,Brick,Central thermostat,,230 m,120 m,370 m,240 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Žirmūnų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-zirmunu-g-nuomojamas-3-kambariu-butas-siuo-metu-4-1105507/,54,,"47,53 m²",350 €,3,4,5,"1965 construction, 2021 renovation",Brick,Central,1 Class Good (1-3),70 m,310 m,400 m,70 m
Vilnius,Baltupiai,"Vilnius, Baltupiai, Jurgio Lebedžio g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-baltupiuose-jurgio-lebedzio-g-sviesus-naujai-irengtas-2-kambariu-butas-ozo-4-965831/,,,45 m²,550 €,2,3,5,2017,Brick,Central thermostat,,110 m,670 m,290 m,220 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Rygos g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-butas-po-remonto-jokio-tarpininkavimo-4-1105497/,17A,,"32,4 m²",370 €,1,5,5,2000,Brick,Central thermostat,1 Class Good (1-3),320 m,290 m,160 m,170 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Liepyno g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-liepyno-g-isskirtinio-dizaino-ir-kokybes-2-aukstu-butas-4-1105495/,9,,93 m²,1 700 €,4,9,9,2015,Brick,Central thermostat,1 Class Good (1-3),360 m,120 m,250 m,100 m
Vilnius,Lazdynai,"Vilnius, Lazdynai, Architektų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdynuose-architektu-g-isnuomoju-2-k-buta-lazdynuose-architektu-g-4-1105235/,,,47 m²,350 €,2,9,12,1972,Block house,Central,,120 m,210 m,260 m,180 m
Vilnius,Užupis,"Vilnius, Užupis, Polocko g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-uzupyje-polocko-g-nuomuojamas-isskirtinis-erdvus-kokybiskai-4-1105479/,14,,"85,6 m²",1 900 €,3,2,3,1940,Brick,"Gas, other",,350 m,220 m,260 m,130 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Šaltinių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-saltiniu-g-sviesus-ir-siltas-butas-saltiniu-namuose-4-1105463/,22,5,"49,01 m²",620 €,2,3,6,2009,Brick,Central thermostat,1 Class Good (1-3),340 m,120 m,290 m,200 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Rygos g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-rygos-g-1-kambario-butas-vilniuje-justiniskese-4-1105451/,42,,38 m²,280 €,1,5,5,1985,Block house,Central,1 Class Good (1-3),250 m,230 m,260 m,230 m
Vilnius,Grigiškės,"Vilnius, Grigiškės, Šviesos g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-grigiskese-sviesos-g-nuomojamas-jaukus-vieno-kambario-butas-be-4-1104249/,13,,34 m²,280 €,1,4,5,1982,Block house,Central,,130 m,130 m,290 m,320 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Kazio Ulvydo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kazio-ulvydo-g-isnuomojamas-naujai-irengtas-butas-su-visais-4-1099381/,11,,"45,5 m²",550 €,2,4,5,2014,Brick,Central thermostat,,540 m,640 m,470 m,280 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Vandentiekio g., Room rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-vandentiekio-g-isnuomosiu-naujamiestyje-vandentiekio-g-4-1105267/,48,,27 m²,200 €,1,0,5,1964,Brick,Central,1 Class Good (1-3),240 m,170 m,420 m,330 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Videniškių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-videniskiu-g-skoningai-moderniai-ir-patogiai-irengtas-4-1105325/,3,,49 m²,650 €,2,1,6,2021,Brick,Central thermostat,,550 m,250 m,340 m,160 m
Vilnius,Žemieji Paneriai,"Vilnius, Žemieji Paneriai, Vaduvos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zemuosiuose-paneriuose-vaduvos-g-nuo-lapkricio-1d-isnuomojamas-jaukus-ir-4-731833/,30C,,69 m²,500 €,3,8,10,2007,Brick,Central thermostat,1 Class Good (1-3),"1,9 km",240 m,700 m,570 m
,,,,,,,,,,,,,,,,,,
Vilnius,Žemieji Paneriai,"Vilnius, Žemieji Paneriai, Vaduvos g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zemuosiuose-paneriuose-vaduvos-g-nuo-lapkricio-1d-isnuomojamas-jaukus-ir-4-731833/,30C,,69 m²,500 €,3,8,10,2007,Brick,Central thermostat,1 Class Good (1-3),"1,9 km",240 m,700 m,570 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Olimpiečių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-olimpieciu-g-dizaino-studijos-irengtas-2-kambariu-butas-4-979027/,3F,,65 m²,1 400 €,2,1,4,2019,Brick,Central thermostat,1 Class Good (1-3),540 m,490 m,350 m,280 m
Vilnius,Šnipiškės,"Vilnius, Šnipiškės, Kernavės g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-snipiskese-kernaves-g-isnuomojamas-naujai-irengtas-jaukus-sviesus-4-1105259/,4,,44 m²,800 €,2,7,9,2021,Brick,Central,,400 m,400 m,550 m,350 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Aušros Vartų g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-nuomojamas-jaukus-siuolaikiskai-irengtas-1-4-1089873/,18,,29 m²,579 €,1,1,2,1920,Brick,"Central thermostat, gas",,440 m,40 m,200 m,60 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Aušros Vartų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-nuomoja-imone-israsome-saskaitas-fakturas-4-1071573/,18,,36 m²,715 €,2,1,2,1920,Brick,"Central thermostat, gas",,440 m,40 m,200 m,60 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Aušros Vartų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-ausros-vartu-g-nuomojamas-jaukus-siuolaikiskai-irengtas-2-4-1089883/,20,,43 m²,729 €,2,1,3,1920,Brick,"Central thermostat, gas",,450 m,90 m,240 m,120 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Birutės g., 4 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-birutes-g-nuomojami-pilnai-irengti-apartamentai-su-4-1105241/,18,20,"128,35 m²",3 000 €,4,3,3,2018,Brick,Central thermostat,,230 m,410 m,550 m,340 m
Vilnius,Justiniškės,"Vilnius, Justiniškės, Laisvės pr., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-justiniskese-laisves-pr-nuomojamas-kompaktiskas-butas-studija-laisves-4-1105221/,78B,,15 m²,270 €,1,1,1,2018,Brick,Central thermostat,1 Class Good (1-3),90 m,250 m,330 m,220 m
Vilnius,Lazdynėliai,"Vilnius, Lazdynėliai, Lazdynėlių g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-lazdyneliuose-lazdyneliu-g-nuomojamas-ka-tik-irengtas-2-kambariu-40-kv-4-1105139/,,,40 m²,550 €,2,2,4,2021,Brick,Central,,340 m,"1,5 km",300 m,160 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Savanorių pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-tvarkingas-dvieju-kambariu-butas-laisvas-nuo-4-1105035/,74,,44 m²,450 €,2,5,5,1962,Brick,Central,1 Class Good (1-3),180 m,230 m,230 m,130 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Raugyklos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-raugyklos-g-bukite-pirmi-naujo-sviesaus-buto-gyventojai-4-1092243/,21,,39 m²,680 €,2,3,3,2019,Brick,Central thermostat,1 Class Good (1-3),180 m,120 m,90 m,120 m
Vilnius,Fabijoniškės,"Vilnius, Fabijoniškės, Salomėjos Nėries g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-fabijoniskese-salomejos-neries-g-nuomojamas-tvarkingas-2-ju-kambariu-butas-4-1105101/,109,,52 m²,460 €,2,10,12,2008,Monolithic,"Central thermostat, other",,450 m,980 m,390 m,50 m
Vilnius,Jeruzalė,"Vilnius, Jeruzalė, Kalvarijų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-kalvariju-g-tvarkingas-tylus-siltas-sauletas-butas-su-4-1105025/,294D,,68 m²,570 €,3,6,6,2002,Brick,Central,,240 m,340 m,520 m,80 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, V. Grybo g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-v-grybo-g-isnuomojamas-jaukus-ir-tvarkingas-vieno-4-1105095/,33,,18 m²,285 €,1,4,5,1985,Brick,Central,1 Class Good (1-3),80 m,230 m,230 m,400 m
Vilnius,Antakalnis,"Vilnius, Antakalnis, Vytauto Žalakevičiaus g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-antakalnyje-vytauto-zalakeviciaus-g-isnuomuojamas-jaukus-pilnai-irengtas-dvieju-4-1105087/,7,,45 m²,650 €,2,1,5,2016,Brick,Central thermostat,,650 m,640 m,140 m,170 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, V. Pietario g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-v-pietario-g-be-tarpininku-suremontuotas-bendrabucio-tipo-4-1038681/,8,,20 m²,195 €,1,4,5,1981,Brick,Central,1 Class Good (1-3),400 m,300 m,270 m,80 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Antano Tumėno g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-antano-tumeno-g-vilniaus-vartu-komplekse-miesto-centre-4-1091643/,4,,132 m²,2 100 €,3,15,18,2007,Monolithic,Central thermostat,,420 m,220 m,270 m,140 m
Vilnius,Žirmūnai,"Vilnius, Žirmūnai, Jurgio Lebedžio g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zirmunuose-jurgio-lebedzio-g-salia-vichy-ir-ozo-prie-parko-naujai-4-1105071/,,,25 m²,450 €,1,5,5,2020,Brick,"Electric, central thermostat",,230 m,750 m,440 m,360 m
Vilnius,Visoriai,"Vilnius, Visoriai, Fizikų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-visoriuose-fiziku-g-isnuomojamas-puikus-butas-bajoru-kalvose-4-795033/,10,,64 m²,495 €,2,7,9,2008,Brick,Central thermostat,1 Class Good (1-3),1 km,"1,2 km",240 m,170 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Geležinio Vilko g., 1 room flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-gelezinio-vilko-g-nuomojamas-be-tarpininku-pilnai-irengtas-4-1105053/,11,8,16 m²,250 €,1,1,5,1981,Brick,Central,1 Class Good (1-3),310 m,270 m,130 m,110 m
Vilnius,Šiaurės miestelis,"Vilnius, Šiaurės miestelis, S. Žukausko g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-siaures-miestelyje-s-zukausko-g-isnuomojamas-3k-butas-s-zukausko-g-4-1105045/,47,,62 m²,580 €,3,4,10,2003,Brick,Central thermostat,1 Class Good (1-3),280 m,510 m,90 m,60 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Smolensko g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-smolensko-g-isnuomojamas-ilgesniam-laikui-1-3-metams-4-1095771/,11,,57 m²,450 €,3,3,4,1958,Block house,Central,1 Class Good (1-3),160 m,120 m,250 m,130 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, Olimpiečių g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-olimpieciu-g-nuomuojamas-prabangus-3-kambariu-apartamentai-4-1104911/,3C,,83 m²,1 800 €,3,2,4,2017,Block house,"Central, central thermostat",1 Class Good (1-3),600 m,440 m,410 m,250 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, M. Mažvydo g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-m-mazvydo-g-nuomojamas-jaukus-dvieju-kambariu-butas-59-4-1104997/,23,,59 m²,570 €,2,1,4,2019,Brick,Central,1 Class Good (1-3),430 m,610 m,520 m,200 m
Vilnius,Senamiestis,"Vilnius, Senamiestis, M. Daukšos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-senamiestyje-m-dauksos-g-2-kambariu-butas-nuomai-m-dauksos-g-4-1093375/,11,3a,"67,4 m²",800 €,2,2,2,1940,Brick,Electric,,150 m,120 m,170 m,100 m
,,,,,,,,,,,,,,,,,,
Vilnius,Jeruzalė,"Vilnius, Jeruzalė, Bitininkų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-jeruzaleje-bitininku-g-rimtai-ir-tvarkingai-porai-isnuomojamas-4-1104991/,,,60 m²,550 €,2,7,8,2002,Brick,Gas,,410 m,350 m,230 m,310 m
Vilnius,Žvėrynas,"Vilnius, Žvėrynas, Stirnų g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-zveryne-stirnu-g-butas-laisvas-nuo-lapkricio-menesio-4-799607/,27,,"44,38 m²",630 €,2,1,6,2017,Brick,Central thermostat,,430 m,400 m,390 m,300 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, I. Simonaitytės g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-i-simonaitytes-g--buto-plotas-78-kvm-10-kvm-4-984741/,,,78 m²,690 €,3,4,4,2010,Brick,Central thermostat,1 Class Good (1-3),130 m,780 m,350 m,380 m
Vilnius,Pašilaičiai,"Vilnius, Pašilaičiai, Žemynos g., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pasilaiciuose-zemynos-g-isnuomojamas-kapitaliai-suremontuotas-2k-4-1104837/,10,,"52,12 m²",700 €,2,5,9,1987,Monolithic,Central,1 Class Good (1-3),120 m,120 m,280 m,210 m
Vilnius,Naujamiestis,"Vilnius, Naujamiestis, Savanorių pr., 2 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-naujamiestyje-savanoriu-pr-nuomojamas-ka-tik-po-kapitalinio-remonto-4-1104527/,,,48 m²,490 €,2,3,9,1976,Block house,Central,,180 m,250 m,250 m,100 m
Vilnius,Pilaitė,"Vilnius, Pilaitė, Papilėnų g., 3 rooms flat for rent",https://en.aruodas.lt/butu-nuoma-vilniuje-pilaiteje-papilenu-g-isnuomojamas-pilnai-irengtas-siltas-ir-4-1102763/,3,,71 m²,600 €,3,5,9,1992,Block house,Central,1 Class Good (1-3),110 m,370 m,250 m,460 m
